Event_Name,Event_Date,Location,Venue,Organizer_Name,Contact_Email,Contact_Phone,Event_URL,Ticket_Price,Expected_Attendance,ESS_Opportunity_Score,Revenue_Potential,Priority_Level,Discovery_Source,Discovery_Time,Next_Action,Call_Script_Notes,Email_Template_Tag
Sales Mastery Intensive 2026,2026-07-21,Los Angeles CA,Los Convention Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",509,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:35,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Summit 2026,2026-04-19,Los Angeles CA,Hilton Los Downtown,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$1,997",558,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:35,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Seminar 2026,2026-08-22,Los Angeles CA,Hyatt Regency Los,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$997,1193,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:35,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,sales_template
Sales Mastery Seminar 2026,2026-07-26,Los Angeles CA,Los Convention Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$697,639,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:35,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Mastermind 2026,2026-03-31,Los Angeles CA,Los Convention Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/mastermind2026,"$1,297",430,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:35,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Intensive 2026,2026-08-08,New York NY,Hyatt Regency New,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,"$2,497",314,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:35,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Networking 2026,2026-05-21,New York NY,Hilton New Downtown,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$697,1089,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:35,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,sales_template
Sales Mastery Intensive 2026,2026-07-06,New York NY,New Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",303,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:35,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Summit 2026,2026-05-13,Dallas TX,Hilton Dallas Downtown,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$2,997",286,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Summit 2026,2026-07-22,Dallas TX,Dallas Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$2,997",435,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Intensive 2026,2026-05-14,Dallas TX,Marriott Dallas,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,"$2,497",376,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Workshop 2026,2026-06-12,Dallas TX,Dallas Convention Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/workshop2026,"$1,497",690,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Mastermind 2026,2026-08-15,Dallas TX,Marriott Dallas,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/mastermind2026,$997,918,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Training 2026,2026-04-04,Atlanta GA,Atlanta Convention Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$497,975,60,$10K-$15K ESS Deal,MEDIUM PRIORITY,advanced_finder,2026-03-01 16:10:36,"Email outreach, qualify via phone",Potential ESS fit - needs qualification,sales_template
Sales Mastery Intensive 2026,2026-04-03,Atlanta GA,Hilton Atlanta Downtown,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,"$1,497",795,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Conference 2026,2026-06-05,Atlanta GA,Hilton Atlanta Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,"$1,297",787,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:36,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Intensive 2026,2026-06-27,Chicago IL,Marriott Chicago,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,"$1,997",563,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:37,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Intensive 2026,2026-07-20,Chicago IL,Hilton Chicago Downtown,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",711,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:37,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Workshop 2026,2026-05-09,Chicago IL,Hilton Chicago Downtown,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,$997,559,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:37,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",sales_template
Sales Mastery Networking 2026,2026-06-04,Chicago IL,Chicago Convention Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$697,1183,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:37,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,sales_template
Marketing Excellence Training 2026,2026-07-03,Miami FL,Hyatt Regency Miami,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/training2026,"$1,297",609,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:38,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Conference 2026,2026-06-14,Miami FL,Miami Convention Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/conference2026,$997,625,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:38,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Marketing Excellence Summit 2026,2026-07-01,Miami FL,Hyatt Regency Miami,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/summit2026,$697,1120,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:38,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Marketing Excellence Conference 2026,2026-06-23,Miami FL,Hyatt Regency Miami,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/conference2026,$997,624,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:38,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Marketing Excellence Conference 2026,2026-08-01,Miami FL,Hyatt Regency Miami,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/conference2026,"$3,497",433,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:38,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Conference 2026,2026-08-22,Los Angeles CA,Los Conference Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/conference2026,"$1,297",520,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:38,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Conference 2026,2026-04-03,Los Angeles CA,Hilton Los Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,$497,1012,65,$10K-$15K ESS Deal,MEDIUM PRIORITY,advanced_finder,2026-03-01 16:10:38,"Email outreach, qualify via phone",Potential ESS fit - needs qualification,general_template
Marketing Excellence Intensive 2026,2026-08-19,Los Angeles CA,Hyatt Regency Los,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$2,497",328,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:38,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Summit 2026,2026-08-01,New York NY,New Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$1,997",379,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Intensive 2026,2026-04-15,New York NY,New Convention Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,$997,529,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Training 2026,2026-07-11,New York NY,New Convention Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$497,1127,65,$10K-$15K ESS Deal,MEDIUM PRIORITY,advanced_finder,2026-03-01 16:10:39,"Email outreach, qualify via phone",Potential ESS fit - needs qualification,general_template
Marketing Excellence Intensive 2026,2026-07-30,New York NY,New Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$2,497",216,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Workshop 2026,2026-06-03,Dallas TX,Dallas Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$2,497",352,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Workshop 2026,2026-04-27,Dallas TX,Dallas Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,$997,960,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Conference 2026,2026-08-20,Dallas TX,Hyatt Regency Dallas,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/conference2026,"$2,997",312,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Intensive 2026,2026-07-07,Dallas TX,Hilton Dallas Downtown,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,497",643,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:39,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Summit 2026,2026-07-02,Atlanta GA,Atlanta Convention Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/summit2026,$997,1087,60,$10K-$15K ESS Deal,MEDIUM PRIORITY,advanced_finder,2026-03-01 16:10:40,"Email outreach, qualify via phone",Potential ESS fit - needs qualification,general_template
Marketing Excellence Conference 2026,2026-06-17,Atlanta GA,Atlanta Conference Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,$497,845,60,$10K-$15K ESS Deal,MEDIUM PRIORITY,advanced_finder,2026-03-01 16:10:40,"Email outreach, qualify via phone",Potential ESS fit - needs qualification,general_template
Marketing Excellence Intensive 2026,2026-06-21,Atlanta GA,Atlanta Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/intensive2026,"$1,997",648,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:40,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Summit 2026,2026-08-18,Atlanta GA,Atlanta Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$3,497",204,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:40,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Marketing Excellence Networking 2026,2026-06-01,Chicago IL,Marriott Chicago,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$997,1032,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:40,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Marketing Excellence Summit 2026,2026-05-25,Chicago IL,Marriott Chicago,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/summit2026,$497,780,75,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:40,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Marketing Excellence Training 2026,2026-05-16,Chicago IL,Hilton Chicago Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,"$1,297",438,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:40,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Conference 2026,2026-08-05,Miami FL,Marriott Miami,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/conference2026,"$2,997",495,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Networking 2026,2026-05-13,Miami FL,Hyatt Regency Miami,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$697,641,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:41,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Wealth Building Intensive 2026,2026-07-31,Miami FL,Miami Convention Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/intensive2026,"$1,997",443,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-04-13,Miami FL,Miami Conference Center,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$1,997",567,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Seminar 2026,2026-04-18,Los Angeles CA,Los Conference Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$697,607,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Workshop 2026,2026-08-27,Los Angeles CA,Hilton Los Downtown,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,497",482,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-06-21,Los Angeles CA,Hyatt Regency Los,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/summit2026,$697,649,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-07-23,Los Angeles CA,Hyatt Regency Los,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/summit2026,$697,761,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Workshop 2026,2026-07-10,Los Angeles CA,Los Conference Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/workshop2026,"$1,997",359,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:41,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Workshop 2026,2026-06-02,New York NY,New Conference Center,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,497",791,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:42,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Conference 2026,2026-08-08,New York NY,New Conference Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,$697,979,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:42,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-06-13,New York NY,Hyatt Regency New,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/summit2026,"$3,497",360,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:42,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Training 2026,2026-07-30,New York NY,Marriott New,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,"$1,297",460,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:42,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Workshop 2026,2026-04-19,Dallas TX,Hyatt Regency Dallas,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,997",384,95,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Seminar 2026,2026-07-19,Dallas TX,Dallas Conference Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$697,619,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-06-29,Dallas TX,Dallas Convention Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/summit2026,"$1,297",398,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-05-05,Dallas TX,Hilton Dallas Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/summit2026,$497,752,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Summit 2026,2026-05-08,Dallas TX,Marriott Dallas,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/summit2026,"$1,297",775,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Seminar 2026,2026-04-16,Atlanta GA,Atlanta Conference Center,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/seminar2026,$997,1133,70,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:43,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Wealth Building Mastermind 2026,2026-04-15,Atlanta GA,Hyatt Regency Atlanta,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/mastermind2026,$497,879,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Networking 2026,2026-08-23,Atlanta GA,Atlanta Conference Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$497,657,65,$10K-$15K ESS Deal,MEDIUM PRIORITY,advanced_finder,2026-03-01 16:10:43,"Email outreach, qualify via phone",Potential ESS fit - needs qualification,general_template
Wealth Building Conference 2026,2026-06-04,Atlanta GA,Atlanta Convention Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/conference2026,"$1,297",713,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:43,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Conference 2026,2026-08-22,Atlanta GA,Atlanta Conference Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/conference2026,$697,879,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:43,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Wealth Building Training 2026,2026-06-25,Chicago IL,Hyatt Regency Chicago,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$697,541,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:44,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Wealth Building Conference 2026,2026-04-15,Chicago IL,Marriott Chicago,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/conference2026,"$1,297",610,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:44,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",general_template
Wealth Building Training 2026,2026-04-15,Chicago IL,Chicago Conference Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$697,768,80,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:44,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Wealth Building Training 2026,2026-07-06,Chicago IL,Chicago Convention Center,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$497,608,75,$15K-$20K ESS Deal,HIGH PRIORITY,advanced_finder,2026-03-01 16:10:44,Email + follow-up call within 48 hours,Strong ESS candidate - good fit indicators,general_template
Business Excellence Training 2026,2026-06-22,Miami FL,Hilton Miami Downtown,Professional Growth Association,events@progrowth.com,(855) 555-0145,https://professionalgrowthassociation.com/training2026,$997,985,90,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:44,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Networking 2026,2026-08-13,Miami FL,Miami Conference Center,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,"$1,297",314,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:44,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Workshop 2026,2026-05-07,Miami FL,Hyatt Regency Miami,Success Strategies Group,register@successstrategies.com,(877) 555-0156,https://successstrategiesgroup.com/workshop2026,"$1,997",377,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:44,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Conference 2026,2026-04-21,Miami FL,Hyatt Regency Miami,National Business Institute,events@nationalbusiness.org,(800) 555-0199,https://nationalbusinessinstitute.com/conference2026,"$2,997",295,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:44,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Workshop 2026,2026-06-10,Los Angeles CA,Hyatt Regency Los,Investment Education Institute,contact@investmentedu.org,(866) 555-0188,https://investmenteducationinstitute.com/workshop2026,"$1,497",636,100,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:45,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
Business Excellence Networking 2026,2026-05-30,Los Angeles CA,Hilton Los Downtown,Elite Entrepreneur Network,info@eliteentrepreneur.net,(888) 555-0177,https://eliteentrepreneurnetwork.com/networking2026,$697,1146,85,$20K-$30K ESS Deal,IMMEDIATE CALL,advanced_finder,2026-03-01 16:10:45,Schedule call within 24 hours,"Perfect ESS fit - high ticket price, professional organizer",business_template
